datetime,symbol,timeframe,direction,entry_price,stop_loss,take_profit,exit_price,result,pnl_r,duration_min,confidence,ob,fvg,sweep,vwap_up,structure_up,atr
2025-03-31 22:33:52,ETHUSDT,15m,SELL,47172.0,47526.4,46463.1,47526.4,LOSS,-1.121,12,85,False,True,False,True,True,236.3
2025-04-01 18:25:45,ETHUSDT,15m,BUY,43097.0,42653.8,43983.5,43983.5,WIN,1.931,207,70,True,True,True,True,False,295.5
2025-04-02 04:33:54,ETHUSDT,15m,BUY,50965.4,50678.9,51538.4,51538.4,WIN,2.07,340,94,False,False,False,True,True,191.0
2025-04-02 18:31:11,ETHUSDT,15m,SELL,33510.2,34031.4,32467.7,34031.4,LOSS,-0.977,48,61,False,True,False,False,True,347.5
2025-04-03 12:36:52,BTCUSDT,15m,BUY,58321.3,58222.2,58519.6,58519.6,WIN,1.911,466,78,False,False,True,False,True,66.1
2025-04-04 02:18:52,BTCUSDT,15m,BUY,45024.2,44490.2,46092.2,46092.2,WIN,2.068,234,41,False,True,False,True,False,356.0
2025-04-04 16:06:47,BTCUSDT,15m,BUY,59526.2,59450.6,59677.4,59450.6,LOSS,-1.023,66,63,False,True,True,False,True,50.4
2025-04-04 19:23:17,BTCUSDT,15m,SELL,47085.5,47207.4,46841.6,47207.4,LOSS,-1.129,83,37,False,True,False,True,True,81.3
2025-04-05 09:05:18,ETHUSDT,15m,SELL,24018.6,24277.9,23499.9,23499.9,WIN,2.076,194,47,True,False,False,False,True,172.9
2025-04-06 04:25:37,ETHUSDT,15m,SELL,47619.0,48109.3,46638.3,48109.3,LOSS,-0.896,31,56,True,False,True,False,False,326.9
2025-04-06 15:44:47,BTCUSDT,15m,BUY,45523.3,45055.8,46458.4,46458.4,WIN,1.871,199,34,True,True,False,False,True,311.7
2025-04-07 10:33:25,BTCUSDT,15m,BUY,22701.3,22423.2,23257.5,23257.5,WIN,1.929,45,29,False,False,False,True,True,185.4
2025-04-08 05:37:59,BTCUSDT,15m,SELL,26107.2,26448.2,25425.3,26448.2,LOSS,-1.125,70,88,False,False,False,False,True,227.3
2025-04-09 00:12:35,BTCUSDT,15m,BUY,53858.7,53502.1,54571.8,53502.1,LOSS,-1.133,60,75,True,False,False,False,True,237.7
2025-04-09 04:17:51,ETHUSDT,15m,BUY,33868.2,33630.8,34343.1,33630.8,LOSS,-0.995,26,40,False,False,True,False,False,158.3
2025-04-09 12:59:28,ETHUSDT,15m,SELL,43066.1,43525.8,42146.6,43525.8,LOSS,-1.127,70,53,True,False,True,True,True,306.5
2025-04-09 21:28:25,BTCUSDT,15m,SELL,40353.0,40879.2,39300.6,39300.6,WIN,1.863,140,34,True,True,False,False,False,350.8
2025-04-10 00:18:04,ETHUSDT,15m,SELL,29930.5,30206.5,29378.5,29378.5,WIN,2.125,153,73,True,False,False,False,False,184.0
2025-04-10 17:10:09,ETHUSDT,15m,SELL,38603.8,38741.5,38328.4,38328.4,WIN,1.935,182,71,False,True,True,True,True,91.8
2025-04-10 20:43:27,BTCUSDT,15m,SELL,59911.5,59990.7,59753.1,59990.7,LOSS,-0.917,24,95,True,False,True,False,True,52.8
2025-04-10 22:50:20,BTCUSDT,15m,SELL,49088.6,49176.2,48913.4,49176.2,LOSS,-1.119,58,68,False,False,False,True,True,58.4
2025-04-11 09:41:43,BTCUSDT,15m,BUY,34899.7,34314.1,36070.9,34314.1,LOSS,-0.858,79,72,True,True,True,True,False,390.4
2025-04-11 13:24:57,ETHUSDT,15m,BUY,32600.4,32190.9,33419.4,33419.4,WIN,2.09,177,57,True,False,True,False,True,273.0
2025-04-11 23:33:55,BTCUSDT,15m,BUY,24829.5,24715.3,25057.8,25057.8,WIN,1.957,246,79,True,False,False,True,True,76.1
2025-04-12 07:06:54,BTCUSDT,15m,SELL,33111.7,33634.3,32066.5,33634.3,LOSS,-1.123,50,47,True,False,True,False,False,348.4
2025-04-12 16:14:50,BTCUSDT,15m,BUY,38481.7,38051.2,39342.7,39342.7,WIN,2.091,77,90,True,False,True,True,True,287.0
2025-04-12 18:27:45,BTCUSDT,15m,BUY,22999.5,22855.8,23286.9,22855.8,LOSS,-0.851,87,53,False,True,False,False,True,95.8
2025-04-13 04:26:39,ETHUSDT,15m,BUY,48977.2,48853.9,49223.8,49223.8,WIN,1.999,364,93,False,False,True,False,True,82.2
2025-04-13 14:07:27,ETHUSDT,15m,SELL,39955.7,40143.5,39580.1,40143.5,LOSS,-0.885,12,51,True,True,False,True,False,125.2
2025-04-13 17:42:12,ETHUSDT,15m,SELL,51276.6,51423.6,50982.6,51423.6,LOSS,-1.042,49,22,True,False,False,False,False,98.0
2025-04-14 12:07:53,BTCUSDT,15m,SELL,38867.4,39146.2,38309.7,39146.2,LOSS,-1.043,25,27,True,True,True,False,False,185.9
2025-04-14 15:56:02,BTCUSDT,15m,BUY,53568.9,53354.0,53998.8,53998.8,WIN,2.104,136,69,False,False,True,False,True,143.3
2025-04-15 04:35:57,ETHUSDT,15m,SELL,52416.0,52970.8,51306.3,52970.8,LOSS,-0.859,27,44,True,False,False,False,True,369.9
2025-04-15 15:25:37,ETHUSDT,15m,BUY,27098.4,26993.9,27307.5,27307.5,WIN,2.091,45,36,False,True,False,True,False,69.7
2025-04-15 17:49:17,BTCUSDT,15m,BUY,33462.4,32980.9,34425.4,32980.9,LOSS,-1.053,60,70,False,False,False,True,False,321.0
2025-04-16 10:04:29,ETHUSDT,15m,SELL,52578.2,52994.0,51746.6,52994.0,LOSS,-1.036,21,48,True,False,False,False,False,277.2
2025-04-16 15:16:24,BTCUSDT,15m,BUY,58701.3,58128.2,59847.6,58128.2,LOSS,-1.084,68,60,False,True,False,False,True,382.1
2025-04-16 19:48:18,BTCUSDT,15m,BUY,30608.5,30408.5,31008.4,31008.4,WIN,1.925,194,62,False,True,False,True,False,133.3
2025-04-17 02:25:29,BTCUSDT,15m,BUY,35013.9,34560.8,35920.2,34560.8,LOSS,-0.901,25,68,True,False,False,True,True,302.1
2025-04-17 12:32:53,ETHUSDT,15m,BUY,55925.0,55695.2,56384.6,56384.6,WIN,1.878,375,29,True,False,True,True,True,153.2
2025-04-17 15:06:21,ETHUSDT,15m,BUY,49199.0,48805.1,49986.8,49986.8,WIN,1.93,167,90,True,True,True,False,True,262.6
2025-04-17 21:22:54,ETHUSDT,15m,BUY,21029.4,20748.2,21591.9,21591.9,WIN,1.901,56,81,False,False,True,True,True,187.5
2025-04-18 07:54:22,BTCUSDT,15m,BUY,35257.8,35021.0,35731.5,35731.5,WIN,1.906,149,43,True,False,False,True,True,157.9
2025-04-18 17:49:17,BTCUSDT,15m,SELL,36559.5,36753.3,36171.9,36753.3,LOSS,-0.923,75,64,True,True,False,False,True,129.2
2025-04-18 20:55:09,BTCUSDT,15m,SELL,35792.2,36296.8,34783.0,34783.0,WIN,2.106,272,80,True,False,False,True,False,336.4
2025-04-19 09:12:04,BTCUSDT,15m,BUY,23134.7,22996.5,23411.0,23411.0,WIN,2.055,436,36,False,True,False,False,False,92.1
2025-04-19 22:29:28,ETHUSDT,15m,SELL,56686.5,56929.3,56200.8,56929.3,LOSS,-1.146,19,55,False,False,True,False,True,161.9
2025-04-20 07:57:04,ETHUSDT,15m,BUY,55205.4,54833.0,55950.3,54833.0,LOSS,-0.887,54,56,False,False,True,True,False,248.3
2025-04-20 21:44:14,ETHUSDT,15m,SELL,21971.6,22066.2,21782.3,22066.2,LOSS,-1.007,52,62,True,True,False,False,True,63.1
2025-04-21 00:06:05,ETHUSDT,15m,SELL,37724.4,37962.6,37248.0,37962.6,LOSS,-0.902,58,58,False,False,False,False,True,158.8
2025-04-21 12:59:28,ETHUSDT,15m,BUY,26358.9,26185.2,26706.3,26185.2,LOSS,-1.057,22,27,True,False,False,False,False,115.8
2025-04-22 05:02:25,ETHUSDT,15m,BUY,30959.1,30792.9,31291.5,30792.9,LOSS,-0.903,86,66,False,True,True,True,True,110.8
2025-04-22 23:39:20,BTCUSDT,15m,BUY,55779.7,55577.6,56183.8,56183.8,WIN,2.075,160,64,False,False,False,True,True,134.7
2025-04-23 02:08:59,BTCUSDT,15m,BUY,40531.2,40370.7,40852.2,40370.7,LOSS,-0.891,65,54,False,False,False,False,False,107.0
2025-04-23 20:33:25,ETHUSDT,15m,BUY,35059.0,34668.4,35840.2,35840.2,WIN,1.955,126,55,True,True,False,True,False,260.4
2025-04-24 06:57:27,ETHUSDT,15m,SELL,24324.2,24706.1,23560.4,23560.4,WIN,1.869,342,56,True,False,False,False,True,254.6
2025-04-24 14:48:36,ETHUSDT,15m,SELL,52094.5,52306.6,51670.3,52306.6,LOSS,-0.97,22,27,False,False,True,True,False,141.4
2025-04-25 05:47:35,ETHUSDT,15m,SELL,33726.7,34325.3,32529.4,34325.3,LOSS,-0.936,90,93,True,False,False,True,False,399.1
2025-04-25 14:14:46,ETHUSDT,15m,SELL,42361.3,42880.2,41323.6,42880.2,LOSS,-0.876,88,53,False,False,True,True,True,345.9
2025-04-25 17:51:13,BTCUSDT,15m,SELL,38821.5,39013.8,38436.9,39013.8,LOSS,-0.89,65,79,False,False,False,True,True,128.2
2025-04-26 11:51:47,ETHUSDT,15m,BUY,59487.7,58957.3,60548.5,60548.5,WIN,2.118,88,45,True,True,True,False,True,353.6
2025-04-26 19:33:29,BTCUSDT,15m,BUY,50941.7,50457.8,51909.5,51909.5,WIN,2.023,265,55,False,False,True,False,True,322.6
2025-04-27 11:41:31,ETHUSDT,15m,BUY,34924.1,34781.2,35210.0,35210.0,WIN,1.854,402,88,True,False,False,True,True,95.3
2025-04-28 04:41:24,BTCUSDT,15m,BUY,43546.8,43462.4,43715.7,43715.7,WIN,1.9,167,33,True,False,True,False,True,56.3
2025-04-28 23:45:44,ETHUSDT,15m,SELL,27537.0,27994.0,26622.9,26622.9,WIN,2.134,24,82,False,True,False,False,True,304.7
2025-04-29 05:52:26,BTCUSDT,15m,BUY,30231.6,30045.8,30603.3,30045.8,LOSS,-0.99,81,68,True,False,True,False,False,123.9
2025-04-30 01:46:41,BTCUSDT,15m,BUY,28219.8,27801.8,29055.9,27801.8,LOSS,-0.944,43,80,True,False,False,True,True,278.7
2025-04-30 11:21:14,BTCUSDT,15m,BUY,51390.4,50967.6,52236.1,52236.1,WIN,1.999,413,35,True,False,True,False,True,281.9
2025-04-30 18:05:16,BTCUSDT,15m,BUY,20109.5,19846.5,20635.4,20635.4,WIN,2.051,442,81,True,True,False,False,False,175.3
2025-05-01 06:25:21,BTCUSDT,15m,SELL,59091.6,59244.9,58785.0,59244.9,LOSS,-1.071,17,49,True,False,False,True,True,102.2
2025-05-01 23:03:35,ETHUSDT,15m,BUY,25535.8,25013.3,26580.7,26580.7,WIN,2.044,198,25,True,False,False,True,False,348.3
2025-05-02 17:09:40,ETHUSDT,15m,SELL,47596.1,48132.3,46523.6,48132.3,LOSS,-1.007,88,54,True,False,True,True,False,357.5
2025-05-03 11:06:41,ETHUSDT,15m,BUY,42757.7,42623.3,43026.5,43026.5,WIN,1.981,413,95,False,True,False,True,True,89.6
2025-05-03 19:33:58,BTCUSDT,15m,BUY,22533.4,22005.6,23589.1,23589.1,WIN,2.046,375,72,False,False,False,True,True,351.9
2025-05-04 13:11:46,BTCUSDT,15m,BUY,46548.4,45960.0,47725.3,45960.0,LOSS,-0.958,76,51,False,True,False,False,True,392.3
2025-05-05 07:15:12,BTCUSDT,15m,BUY,33235.8,33154.7,33398.1,33398.1,WIN,1.933,296,82,False,False,False,True,True,54.1
2025-05-05 20:49:59,BTCUSDT,15m,SELL,39894.9,40398.9,38886.9,38886.9,WIN,2.046,221,60,True,False,False,True,True,336.0
2025-05-06 06:15:18,BTCUSDT,15m,BUY,34533.7,34025.0,35551.0,34025.0,LOSS,-1.134,63,78,False,False,False,False,True,339.1
2025-05-06 14:13:50,ETHUSDT,15m,SELL,58577.3,59028.5,57674.9,59028.5,LOSS,-1.062,18,65,True,False,True,False,True,300.8
2025-05-06 17:03:16,BTCUSDT,15m,BUY,35715.9,35382.5,36382.8,35382.5,LOSS,-1.013,48,35,False,False,False,True,True,222.3
2025-05-06 20:59:40,BTCUSDT,15m,SELL,25385.4,25484.9,25186.5,25484.9,LOSS,-1.0,75,95,False,False,True,False,True,66.3
2025-05-07 15:49:48,ETHUSDT,15m,SELL,44021.8,44582.1,42901.3,44582.1,LOSS,-0.885,58,33,False,False,False,True,False,373.5
2025-05-08 11:27:39,BTCUSDT,15m,BUY,48059.8,47841.1,48497.2,48497.2,WIN,2.108,117,85,False,False,False,True,True,145.8
2025-05-08 17:14:09,ETHUSDT,15m,SELL,32895.3,33330.8,32024.4,33330.8,LOSS,-1.115,76,89,False,True,False,False,True,290.3
2025-05-09 03:52:57,BTCUSDT,15m,SELL,25813.1,26242.1,24955.1,24955.1,WIN,2.051,151,33,False,False,False,True,True,286.0
2025-05-09 19:23:09,BTCUSDT,15m,BUY,52561.0,51969.7,53743.6,53743.6,WIN,1.881,395,89,False,True,True,False,True,394.2
2025-05-10 09:02:02,BTCUSDT,15m,SELL,51524.5,51724.3,51124.9,51124.9,WIN,2.056,21,69,False,False,True,False,False,133.2
2025-05-11 00:25:12,BTCUSDT,15m,BUY,41864.6,41463.8,42666.2,41463.8,LOSS,-0.969,42,67,False,False,False,False,False,267.2
2025-05-11 10:29:55,ETHUSDT,15m,BUY,53840.6,53667.5,54186.8,54186.8,WIN,1.852,378,36,True,False,False,True,True,115.4
2025-05-12 05:22:25,ETHUSDT,15m,BUY,42006.4,41850.7,42317.8,41850.7,LOSS,-1.128,72,82,True,True,False,False,False,103.8
2025-05-12 11:19:58,ETHUSDT,15m,BUY,33242.7,32894.4,33939.3,32894.4,LOSS,-1.062,76,47,False,True,False,True,True,232.2
2025-05-13 04:09:33,BTCUSDT,15m,BUY,32837.5,32702.2,33108.1,32702.2,LOSS,-0.875,54,25,True,True,False,False,True,90.2
2025-05-13 10:46:40,BTCUSDT,15m,SELL,27700.5,27788.4,27524.7,27788.4,LOSS,-0.996,26,57,False,False,False,True,True,58.6
2025-05-14 06:16:02,ETHUSDT,15m,BUY,48109.7,47705.6,48917.9,47705.6,LOSS,-0.857,87,46,True,False,True,False,False,269.4
2025-05-14 22:58:08,ETHUSDT,15m,BUY,42998.5,42531.4,43932.7,42531.4,LOSS,-1.082,57,52,True,False,True,True,True,311.4
2025-05-15 07:57:12,BTCUSDT,15m,SELL,53930.0,54232.4,53325.2,53325.2,WIN,1.957,163,94,True,False,False,False,False,201.6
2025-05-16 00:07:03,ETHUSDT,15m,SELL,25455.3,25848.8,24668.4,25848.8,LOSS,-1.033,86,40,True,False,False,False,True,262.3
2025-05-16 04:42:39,ETHUSDT,15m,SELL,57879.2,58456.8,56723.9,58456.8,LOSS,-1.059,32,70,True,False,True,True,True,385.1
2025-05-16 14:08:19,ETHUSDT,15m,BUY,57294.8,57135.4,57613.7,57135.4,LOSS,-0.852,87,26,True,False,True,True,False,106.3
2025-05-17 02:01:57,ETHUSDT,15m,SELL,44780.6,45208.2,43925.3,43925.3,WIN,2.12,263,50,True,True,False,False,True,285.1
2025-05-17 12:08:39,ETHUSDT,15m,SELL,28861.0,29300.0,27982.9,27982.9,WIN,2.072,156,60,True,False,False,False,True,292.7
2025-05-18 05:15:58,BTCUSDT,15m,BUY,44265.1,43833.2,45128.8,45128.8,WIN,2.103,471,33,True,False,False,False,True,287.9
2025-05-18 16:57:40,BTCUSDT,15m,SELL,50768.0,51228.1,49847.9,51228.1,LOSS,-1.086,75,94,False,False,False,False,False,306.7
2025-05-18 23:39:08,BTCUSDT,15m,SELL,40416.5,40834.8,39579.8,39579.8,WIN,1.969,354,37,True,True,False,False,False,278.9
2025-05-19 05:57:08,BTCUSDT,15m,BUY,39340.1,38867.6,40285.1,38867.6,LOSS,-1.042,67,38,True,True,False,False,False,315.0
2025-05-19 12:07:25,BTCUSDT,15m,SELL,21596.2,21865.2,21058.3,21865.2,LOSS,-0.955,71,78,True,True,False,True,True,179.3
2025-05-20 01:31:40,ETHUSDT,15m,SELL,35053.2,35566.5,34026.6,35566.5,LOSS,-0.878,50,29,True,False,True,False,True,342.2
2025-05-20 18:14:17,BTCUSDT,15m,SELL,31232.4,31563.0,30571.2,31563.0,LOSS,-1.105,51,29,False,False,False,True,True,220.4
2025-05-21 07:04:28,BTCUSDT,15m,BUY,53334.6,52912.5,54178.8,54178.8,WIN,1.857,80,95,True,True,True,False,True,281.4
2025-05-21 19:23:50,BTCUSDT,15m,BUY,43974.3,43828.5,44265.9,43828.5,LOSS,-0.981,89,86,False,False,True,True,False,97.2
2025-05-22 12:10:51,ETHUSDT,15m,BUY,52818.1,52629.4,53195.5,52629.4,LOSS,-1.095,26,38,False,False,False,True,True,125.8
2025-05-23 03:12:58,BTCUSDT,15m,SELL,40174.4,40733.6,39056.0,40733.6,LOSS,-1.024,82,86,False,True,False,True,True,372.8
2025-05-23 06:56:58,ETHUSDT,15m,SELL,41571.4,42119.8,40474.6,42119.8,LOSS,-1.15,71,36,False,False,False,False,True,365.6
2025-05-23 16:31:18,BTCUSDT,15m,BUY,25355.3,24914.0,26237.9,26237.9,WIN,1.993,480,93,True,False,False,False,True,294.2
2025-05-24 09:59:05,ETHUSDT,15m,SELL,20287.8,20676.9,19509.6,19509.6,WIN,2.046,224,86,False,True,True,False,True,259.4
2025-05-24 18:30:20,ETHUSDT,15m,BUY,36529.1,36230.4,37126.4,36230.4,LOSS,-0.915,27,70,False,True,False,False,False,199.1
